transaction_id,portfolio_id,instrument_id,counterparty_id,trade_dt,settlement_dt,transaction_type,quantity,price,gross_amount,fees_amount,net_amount,currency_code
TXN00200069,PORT002,INS0025,CP002,2026-02-23,2026-02-25,SELL,362,24.683,8935.25,16.99,8918.26,USD
TXN00200070,PORT002,INS0045,CP011,2026-02-18,2026-02-20,BUY,72,8.213,591.34,1.16,590.18,GBP
TXN00200071,PORT002,INS0015,CP005,2025-10-10,2025-10-12,SELL,181,25.0599,4535.84,9.08,4526.76,GBP
TXN00200072,PORT002,INS0018,CP009,2026-03-23,2026-03-25,BUY,162,52.9845,8583.49,7.81,8575.68,GBP
TXN00200073,PORT002,INS0006,CP005,2025-12-16,2025-12-18,BUY,257,25.9389,6666.3,19.73,6646.57,USD
TXN00200074,PORT002,INS0029,CP004,2025-08-15,2025-08-17,BUY,383,24.4732,9373.24,12.96,9360.28,INR
TXN00200075,PORT002,INS0033,CP010,2026-03-23,2026-03-25,BUY,403,29.3982,11847.47,9.75,11837.72,USD
TXN00200076,PORT002,INS0046,CP008,2025-08-14,2025-08-16,SELL,369,28.015,10337.53,12.95,10324.58,INR
TXN00200077,PORT002,INS0048,CP011,2025-09-11,2025-09-13,SELL,430,39.9351,17172.09,18.04,17154.05,USD
TXN00200078,PORT002,INS0030,CP010,2025-10-19,2025-10-21,BUY,321,50.443,16192.2,22.13,16170.07,GBP
TXN00200079,PORT002,INS0049,CP002,2025-05-31,2025-06-02,BUY,405,27.0669,10962.09,18.23,10943.86,USD
TXN00200080,PORT002,INS0020,CP003,2025-11-23,2025-11-25,SELL,288,9.6413,2776.69,7.26,2769.43,EUR
TXN00200081,PORT002,INS0034,CP010,2026-01-14,2026-01-16,SELL,227,58.5169,13283.34,38.79,13244.55,GBP
TXN00200082,PORT002,INS0003,CP008,2025-08-05,2025-08-07,BUY,110,35.4194,3896.13,3.95,3892.18,GBP
TXN00200083,PORT002,INS0042,CP005,2025-12-02,2025-12-04,SELL,415,48.5186,20135.22,26.12,20109.1,EUR
TXN00200084,PORT002,INS0013,CP011,2025-05-21,2025-05-23,SELL,278,30.9586,8606.49,5.85,8600.64,GBP
TXN00200085,PORT002,INS0005,CP004,2025-11-07,2025-11-09,SELL,151,41.2603,6230.31,8.2,6222.11,INR
TXN00200086,PORT002,INS0009,CP009,2026-02-07,2026-02-09,BUY,267,32.6143,8708.02,25.47,8682.55,USD
TXN00200087,PORT002,INS0019,CP006,2025-05-26,2025-05-28,SELL,265,18.4793,4897.01,10.1,4886.91,GBP
TXN00200088,PORT002,INS0005,CP004,2025-08-29,2025-08-31,BUY,274,41.1028,11262.17,16.31,11245.86,EUR
TXN00200089,PORT002,INS0021,CP005,2026-02-21,2026-02-23,SELL,337,45.5074,15335.99,33.16,15302.83,EUR
TXN00200090,PORT002,INS0020,CP008,2025-05-22,2025-05-24,BUY,421,10.1033,4253.49,11.95,4241.54,INR
TXN00200091,PORT002,INS0001,CP012,2025-11-08,2025-11-10,SELL,407,12.8047,5211.51,9.61,5201.9,USD
TXN00200092,PORT002,INS0033,CP004,2025-11-18,2025-11-20,BUY,296,31.3057,9266.49,10.75,9255.74,INR
TXN00200093,PORT002,INS0025,CP004,2026-04-01,2026-04-03,BUY,157,24.3606,3824.61,4.13,3820.48,GBP
TXN00200094,PORT002,INS0042,CP006,2025-06-23,2025-06-25,BUY,469,53.5351,25107.96,50.73,25057.23,USD
TXN00200095,PORT002,INS0012,CP005,2025-12-05,2025-12-07,BUY,476,9.985,4752.86,4.57,4748.29,USD
TXN00200096,PORT002,INS0014,CP010,2025-06-26,2025-06-28,SELL,305,13.5037,4118.63,9.99,4108.64,EUR
TXN00200097,PORT002,INS0012,CP007,2026-02-09,2026-02-11,BUY,178,10.0434,1787.73,4.21,1783.52,USD
TXN00200098,PORT002,INS0036,CP002,2025-10-14,2025-10-16,BUY,176,29.7791,5241.12,13.57,5227.55,USD
TXN00200099,PORT002,INS0014,CP008,2026-04-09,2026-04-11,SELL,457,10.7984,4934.87,4.25,4930.62,EUR
TXN00200100,PORT002,INS0015,CP004,2025-08-12,2025-08-14,SELL,291,24.4779,7123.07,17.82,7105.25,GBP
TXN00200101,PORT002,INS0024,CP012,2025-09-06,2025-09-08,BUY,43,66.344,2852.79,2.69,2850.1,USD
TXN00200102,PORT002,INS0024,CP005,2025-10-25,2025-10-27,SELL,205,64.1603,13152.86,25.43,13127.43,INR
TXN00200103,PORT002,INS0049,CP012,2025-12-20,2025-12-22,SELL,444,40.6317,18040.47,49.56,17990.91,GBP
TXN00200104,PORT002,INS0046,CP001,2026-02-03,2026-02-05,SELL,422,28.9511,12217.36,21.62,12195.74,EUR
TXN00200105,PORT002,INS0004,CP008,2025-05-03,2025-05-05,BUY,380,40.2421,15292.0,15.04,15276.96,EUR
TXN00200106,PORT002,INS0032,CP003,2025-08-17,2025-08-19,BUY,142,68.1673,9679.76,25.26,9654.5,GBP
TXN00200107,PORT002,INS0009,CP002,2026-01-08,2026-01-10,SELL,158,30.647,4842.23,13.1,4829.13,INR
TXN00200108,PORT002,INS0024,CP006,2025-12-21,2025-12-23,BUY,363,64.2615,23326.92,31.16,23295.76,GBP
TXN00200109,PORT002,INS0044,CP006,2025-07-19,2025-07-21,SELL,346,24.5267,8486.24,5.72,8480.52,GBP
TXN00200110,PORT002,INS0049,CP009,2026-03-10,2026-03-12,BUY,475,52.0865,24741.09,40.69,24700.4,INR
TXN00200111,PORT002,INS0025,CP009,2025-05-06,2025-05-08,SELL,78,24.7501,1930.51,3.6,1926.91,GBP
TXN00200112,PORT002,INS0026,CP004,2025-10-09,2025-10-11,SELL,384,57.7499,22175.96,15.45,22160.51,EUR
TXN00200113,PORT002,INS0012,CP004,2025-05-26,2025-05-28,BUY,414,9.7135,4021.39,2.46,4018.93,INR
TXN00200114,PORT002,INS0049,CP002,2026-04-17,2026-04-19,SELL,379,61.3635,23256.77,53.67,23203.1,USD
TXN00200115,PORT002,INS0032,CP006,2025-11-07,2025-11-09,SELL,377,60.061,22643.0,63.76,22579.24,USD
TXN00200116,PORT002,INS0019,CP010,2026-01-14,2026-01-16,BUY,433,18.8433,8159.15,24.41,8134.74,INR
TXN00200117,PORT002,INS0025,CP001,2025-10-25,2025-10-27,SELL,474,23.4919,11135.16,11.29,11123.87,EUR
TXN00200118,PORT002,INS0039,CP001,2025-10-30,2025-11-01,SELL,203,6.6213,1344.12,1.42,1342.7,GBP
TXN00200119,PORT002,INS0003,CP003,2025-11-10,2025-11-12,BUY,201,37.2961,7496.52,21.4,7475.12,INR
TXN00200120,PORT002,INS0033,CP001,2026-04-08,2026-04-10,SELL,164,30.3471,4976.92,10.09,4966.83,INR
TXN00200121,PORT002,INS0016,CP002,2025-12-01,2025-12-03,SELL,394,47.4712,18703.65,32.76,18670.89,INR
TXN00200122,PORT002,INS0035,CP007,2026-03-16,2026-03-18,SELL,381,11.1755,4257.87,5.24,4252.63,INR
TXN00200123,PORT002,INS0027,CP009,2025-06-10,2025-06-12,SELL,306,16.9155,5176.14,7.91,5168.23,GBP
TXN00200124,PORT002,INS0043,CP005,2026-02-24,2026-02-26,BUY,445,12.7707,5682.96,11.15,5671.81,GBP
TXN00200125,PORT002,INS0042,CP002,2026-03-28,2026-03-30,BUY,118,43.6601,5151.89,10.92,5140.97,INR
TXN00200126,PORT002,INS0015,CP008,2025-11-14,2025-11-16,SELL,269,24.9748,6718.22,3.63,6714.59,EUR
TXN00200127,PORT002,INS0040,CP011,2025-09-05,2025-09-07,SELL,330,52.5296,17334.77,45.81,17288.96,USD
TXN00200128,PORT002,INS0043,CP011,2025-10-23,2025-10-25,BUY,79,13.156,1039.32,1.54,1037.78,EUR
TXN00200129,PORT002,INS0037,CP001,2025-11-11,2025-11-13,SELL,297,55.7119,16546.43,39.8,16506.63,INR
TXN00200130,PORT002,INS0004,CP003,2025-09-09,2025-09-11,BUY,74,42.273,3128.2,6.16,3122.04,USD
TXN00200131,PORT002,INS0039,CP007,2025-08-27,2025-08-29,SELL,371,6.5253,2420.89,6.32,2414.57,INR
TXN00200132,PORT002,INS0022,CP004,2025-11-02,2025-11-04,BUY,179,44.2388,7918.75,21.37,7897.38,EUR
TXN00200133,PORT002,INS0049,CP009,2025-06-25,2025-06-27,SELL,194,27.4242,5320.29,14.76,5305.53,INR
TXN00200134,PORT002,INS0039,CP012,2026-03-05,2026-03-07,BUY,455,6.1019,2776.36,6.7,2769.66,USD
TXN00200135,PORT002,INS0027,CP012,2025-08-17,2025-08-19,BUY,376,17.5775,6609.14,18.77,6590.37,GBP
TXN00200136,PORT002,INS0043,CP010,2026-03-12,2026-03-14,BUY,344,14.5536,5006.44,3.42,5003.02,USD
TXN00200137,PORT002,INS0014,CP001,2025-11-12,2025-11-14,BUY,499,11.0074,5492.69,11.53,5481.16,INR
TXN00200138,PORT002,INS0005,CP007,2025-11-16,2025-11-18,BUY,58,38.4188,2228.29,4.53,2223.76,GBP
TXN00200139,PORT002,INS0013,CP010,2026-01-03,2026-01-05,SELL,37,32.0431,1185.59,2.54,1183.05,INR
TXN00200140,PORT002,INS0014,CP001,2025-07-24,2025-07-26,SELL,364,12.5707,4575.73,12.18,4563.55,USD
TXN00200141,PORT002,INS0017,CP007,2025-10-06,2025-10-08,BUY,213,125.8287,26801.51,64.39,26737.12,USD
TXN00200142,PORT002,INS0021,CP003,2025-07-03,2025-07-05,BUY,405,48.7203,19731.72,25.92,19705.8,EUR
TXN00200143,PORT002,INS0027,CP010,2026-01-25,2026-01-27,SELL,114,16.7983,1915.01,4.26,1910.75,USD
TXN00200144,PORT002,INS0041,CP005,2026-02-11,2026-02-13,BUY,293,16.3452,4789.14,6.37,4782.77,EUR
TXN00200145,PORT002,INS0036,CP008,2025-10-18,2025-10-20,SELL,443,30.3797,13458.21,18.56,13439.65,EUR
TXN00200146,PORT002,INS0044,CP004,2025-09-10,2025-09-12,SELL,299,26.9415,8055.51,12.56,8042.95,GBP
TXN00200147,PORT002,INS0002,CP001,2026-02-10,2026-02-12,BUY,458,32.0582,14682.66,29.52,14653.14,EUR
TXN00200148,PORT002,INS0007,CP003,2026-01-14,2026-01-16,BUY,432,60.8977,26307.81,39.18,26268.63,EUR
TXN00200149,PORT002,INS0043,CP004,2026-01-12,2026-01-14,SELL,108,11.5608,1248.57,2.3,1246.27,INR
TXN00200150,PORT002,INS0007,CP005,2026-04-06,2026-04-08,BUY,255,58.6647,14959.5,17.79,14941.71,INR
TXN00300001,PORT003,INS0040,CP006,2025-04-22,2025-04-24,BUY,317,44.6393,14150.66,24.55,14126.11,EUR
TXN00300002,PORT003,INS0034,CP012,2025-12-08,2025-12-10,BUY,265,58.6245,15535.49,37.82,15497.67,GBP
TXN00300003,PORT003,INS0038,CP009,2025-12-19,2025-12-21,BUY,139,23.6598,3288.71,6.95,3281.76,USD
TXN00300004,PORT003,INS0048,CP008,2026-01-14,2026-01-16,SELL,168,35.1376,5903.12,3.9,5899.22,USD
TXN00300005,PORT003,INS0042,CP011,2026-02-02,2026-02-04,SELL,34,53.8689,1831.54,4.45,1827.09,EUR
TXN00300006,PORT003,INS0028,CP004,2025-12-28,2025-12-30,BUY,52,53.0411,2758.14,2.76,2755.38,USD
TXN00300007,PORT003,INS0043,CP009,2025-04-23,2025-04-25,SELL,243,13.6682,3321.37,8.44,3312.93,USD
TXN00300008,PORT003,INS0028,CP001,2025-09-26,2025-09-28,SELL,37,43.7025,1616.99,4.33,1612.66,INR
TXN00300009,PORT003,INS0003,CP003,2025-12-19,2025-12-21,BUY,390,36.4627,14220.45,30.46,14189.99,GBP
TXN00300010,PORT003,INS0046,CP005,2026-02-01,2026-02-03,BUY,207,28.3559,5869.67,5.01,5864.66,USD
TXN00300011,PORT003,INS0009,CP009,2025-05-28,2025-05-30,BUY,267,29.4649,7867.13,21.95,7845.18,GBP
TXN00300012,PORT003,INS0017,CP004,2026-03-05,2026-03-07,BUY,424,133.2734,56507.92,158.85,56349.07,EUR
TXN00300013,PORT003,INS0027,CP012,2025-10-04,2025-10-06,SELL,348,17.0861,5945.96,8.57,5937.39,GBP
TXN00300014,PORT003,INS0007,CP006,2025-07-06,2025-07-08,SELL,18,43.1794,777.23,1.37,775.86,EUR
TXN00300015,PORT003,INS0032,CP006,2026-04-13,2026-04-15,SELL,248,56.1765,13931.77,41.44,13890.33,INR
TXN00300016,PORT003,INS0008,CP005,2025-10-23,2025-10-25,SELL,373,59.4496,22174.7,13.91,22160.79,GBP
TXN00300017,PORT003,INS0030,CP001,2025-07-16,2025-07-18,BUY,71,48.7678,3462.51,4.73,3457.78,EUR
TXN00300018,PORT003,INS0044,CP005,2025-11-26,2025-11-28,BUY,180,30.9419,5569.54,10.73,5558.81,INR
TXN00300019,PORT003,INS0032,CP011,2025-12-19,2025-12-21,SELL,340,55.0891,18730.29,17.04,18713.25,INR
TXN00300020,PORT003,INS0011,CP008,2026-01-12,2026-01-14,SELL,226,23.0716,5214.18,14.52,5199.66,INR
TXN00300021,PORT003,INS0016,CP006,2026-01-11,2026-01-13,SELL,417,50.3245,20985.32,51.36,20933.96,GBP
TXN00300022,PORT003,INS0029,CP011,2026-03-22,2026-03-24,SELL,303,20.1395,6102.27,10.74,6091.53,EUR
TXN00300023,PORT003,INS0015,CP012,2025-05-19,2025-05-21,BUY,191,29.4548,5625.87,5.28,5620.59,EUR
TXN00300024,PORT003,INS0002,CP005,2025-09-10,2025-09-12,BUY,34,35.6902,1213.47,3.04,1210.43,USD
TXN00300025,PORT003,INS0003,CP007,2026-03-23,2026-03-25,SELL,445,37.3402,16616.39,15.81,16600.58,GBP
TXN00300026,PORT003,INS0040,CP010,2025-12-26,2025-12-28,BUY,16,63.5589,1016.94,1.52,1015.42,USD
TXN00300027,PORT003,INS0002,CP001,2026-02-14,2026-02-16,SELL,168,32.9622,5537.65,6.91,5530.74,GBP
TXN00300028,PORT003,INS0003,CP011,2025-05-12,2025-05-14,SELL,42,31.1378,1307.79,3.83,1303.96,EUR
TXN00300029,PORT003,INS0042,CP010,2026-02-18,2026-02-20,BUY,126,50.1945,6324.51,4.96,6319.55,USD
TXN00300030,PORT003,INS0043,CP004,2026-04-08,2026-04-10,SELL,161,13.677,2202.0,5.16,2196.84,GBP
TXN00300031,PORT003,INS0017,CP004,2025-12-09,2025-12-11,BUY,208,134.9816,28076.17,79.98,27996.19,INR
TXN00300032,PORT003,INS0028,CP009,2025-12-23,2025-12-25,SELL,178,51.9085,9239.71,15.94,9223.77,GBP
TXN00300033,PORT003,INS0008,CP005,2026-04-11,2026-04-13,BUY,343,53.2166,18253.29,19.68,18233.61,EUR
TXN00300034,PORT003,INS0042,CP012,2026-01-18,2026-01-20,BUY,472,55.2852,26094.61,59.32,26035.29,USD
TXN00300035,PORT003,INS0041,CP004,2025-09-09,2025-09-11,BUY,42,14.4808,608.19,0.32,607.87,USD
TXN00300036,PORT003,INS0005,CP004,2026-01-18,2026-01-20,SELL,316,37.318,11792.49,28.52,11763.97,EUR
TXN00300037,PORT003,INS0023,CP003,2026-03-31,2026-04-02,SELL,287,49.3542,14164.66,36.96,14127.7,INR
TXN00300038,PORT003,INS0006,CP005,2026-01-21,2026-01-23,SELL,410,28.5881,11721.12,20.87,11700.25,INR
TXN00300039,PORT003,INS0020,CP002,2025-08-07,2025-08-09,BUY,30,10.8783,326.35,0.23,326.12,USD
TXN00300040,PORT003,INS0050,CP009,2025-09-10,2025-09-12,BUY,321,46.2219,14837.23,43.21,14794.02,INR
TXN00300041,PORT003,INS0048,CP011,2026-02-28,2026-03-02,SELL,374,34.6504,12959.25,19.35,12939.9,EUR
TXN00300042,PORT003,INS0023,CP001,2026-03-24,2026-03-26,BUY,129,49.1635,6342.09,13.58,6328.51,INR
TXN00300043,PORT003,INS0006,CP004,2026-03-31,2026-04-02,SELL,228,30.7857,7019.14,13.42,7005.72,GBP
TXN00300044,PORT003,INS0046,CP006,2025-08-21,2025-08-23,SELL,214,28.0859,6010.38,11.04,5999.34,EUR
TXN00300045,PORT003,INS0040,CP010,2025-11-04,2025-11-06,BUY,244,66.6393,16259.99,42.81,16217.18,INR
TXN00300046,PORT003,INS0031,CP002,2026-02-07,2026-02-09,SELL,294,52.3107,15379.35,43.09,15336.26,EUR
TXN00300047,PORT003,INS0008,CP010,2026-02-18,2026-02-20,BUY,433,60.675,26272.27,74.49,26197.78,USD
TXN00300048,PORT003,INS0018,CP001,2025-10-24,2025-10-26,BUY,168,57.5237,9663.98,25.89,9638.09,INR
TXN00300049,PORT003,INS0037,CP003,2025-09-04,2025-09-06,BUY,343,49.1568,16860.78,49.11,16811.67,EUR
TXN00300050,PORT003,INS0035,CP001,2025-07-23,2025-07-25,SELL,304,9.8576,2996.71,7.26,2989.45,EUR
TXN00300051,PORT003,INS0018,CP004,2026-01-29,2026-01-31,BUY,98,56.5479,5541.69,10.41,5531.28,EUR
TXN00300052,PORT003,INS0020,CP004,2025-08-24,2025-08-26,SELL,411,10.3273,4244.52,3.75,4240.77,EUR
TXN00300053,PORT003,INS0006,CP001,2026-02-17,2026-02-19,BUY,25,30.5606,764.01,1.09,762.92,EUR
TXN00300054,PORT003,INS0031,CP002,2025-12-10,2025-12-12,BUY,465,50.7156,23582.75,25.18,23557.57,EUR
TXN00300055,PORT003,INS0019,CP009,2025-12-18,2025-12-20,SELL,480,17.5634,8430.43,12.22,8418.21,INR
TXN00300056,PORT003,INS0002,CP002,2025-07-16,2025-07-18,SELL,31,34.9463,1083.34,2.63,1080.71,EUR
TXN00300057,PORT003,INS0035,CP003,2025-12-14,2025-12-16,BUY,335,10.5501,3534.28,8.33,3525.95,EUR
TXN00300058,PORT003,INS0005,CP005,2025-10-25,2025-10-27,BUY,369,41.3949,15274.72,18.72,15256.0,EUR
TXN00300059,PORT003,INS0048,CP001,2025-12-12,2025-12-14,SELL,392,34.9789,13711.73,21.15,13690.58,EUR
TXN00300060,PORT003,INS0012,CP004,2025-11-20,2025-11-22,SELL,131,9.7574,1278.22,2.46,1275.76,GBP
TXN00300061,PORT003,INS0013,CP012,2025-09-11,2025-09-13,BUY,95,34.3155,3259.97,7.21,3252.76,GBP
TXN00300062,PORT003,INS0039,CP004,2025-10-22,2025-10-24,BUY,51,6.5718,335.16,0.17,334.99,GBP
TXN00300063,PORT003,INS0018,CP003,2025-10-09,2025-10-11,SELL,262,50.3803,13199.64,25.06,13174.58,INR
TXN00300064,PORT003,INS0023,CP005,2025-07-04,2025-07-06,BUY,156,51.2956,8002.11,10.79,7991.32,GBP
TXN00300065,PORT003,INS0026,CP003,2026-01-04,2026-01-06,SELL,406,62.6139,25421.24,47.1,25374.14,USD
TXN00300066,PORT003,INS0021,CP002,2025-12-14,2025-12-16,SELL,170,46.1872,7851.82,15.62,7836.2,EUR
TXN00300067,PORT003,INS0034,CP004,2025-04-27,2025-04-29,BUY,80,43.4527,3476.22,4.55,3471.67,GBP
TXN00300068,PORT003,INS0040,CP011,2025-05-01,2025-05-03,SELL,320,43.96,14067.2,18.78,14048.42,GBP
TXN00300069,PORT003,INS0012,CP011,2025-10-02,2025-10-04,SELL,452,9.3613,4231.31,6.61,4224.7,INR
TXN00300070,PORT003,INS0002,CP010,2025-11-15,2025-11-17,SELL,451,41.3091,18630.4,24.83,18605.57,GBP
TXN00300071,PORT003,INS0010,CP011,2025-05-01,2025-05-03,SELL,335,49.815,16688.02,30.3,16657.72,USD
TXN00300072,PORT003,INS0025,CP006,2025-12-22,2025-12-24,SELL,86,24.7026,2124.42,6.25,2118.17,USD
TXN00300073,PORT003,INS0002,CP007,2026-03-13,2026-03-15,BUY,245,33.8267,8287.54,15.02,8272.52,USD
TXN00300074,PORT003,INS0044,CP002,2025-08-16,2025-08-18,BUY,225,25.7938,5803.61,7.13,5796.48,USD
TXN00300075,PORT003,INS0032,CP001,2026-02-13,2026-02-15,BUY,462,60.3827,27896.81,64.63,27832.18,GBP
TXN00300076,PORT003,INS0024,CP008,2026-02-16,2026-02-18,SELL,116,82.787,9603.29,8.59,9594.7,INR
TXN00300077,PORT003,INS0039,CP002,2025-12-30,2026-01-01,BUY,422,5.8848,2483.39,3.54,2479.85,EUR
TXN00300078,PORT003,INS0008,CP003,2026-04-06,2026-04-08,BUY,325,56.1587,18251.58,39.86,18211.72,EUR
TXN00300079,PORT003,INS0024,CP006,2026-02-08,2026-02-10,BUY,371,76.8977,28529.05,28.6,28500.45,USD
TXN00300080,PORT003,INS0020,CP007,2025-11-17,2025-11-19,SELL,108,10.3432,1117.07,2.11,1114.96,GBP
TXN00300081,PORT003,INS0050,CP004,2026-02-11,2026-02-13,BUY,150,55.1266,8268.99,12.18,8256.81,USD
TXN00300082,PORT003,INS0023,CP008,2025-05-18,2025-05-20,SELL,223,52.1667,11633.17,8.55,11624.62,EUR
TXN00300083,PORT003,INS0025,CP007,2026-02-25,2026-02-27,BUY,226,24.9279,5633.71,11.79,5621.92,USD
TXN00300084,PORT003,INS0034,CP003,2026-01-06,2026-01-08,BUY,274,61.7448,16918.08,26.67,16891.41,INR
TXN00300085,PORT003,INS0040,CP010,2025-07-19,2025-07-21,BUY,208,53.1974,11065.06,8.28,11056.78,GBP
TXN00300086,PORT003,INS0031,CP005,2025-07-17,2025-07-19,SELL,458,40.2303,18425.48,49.45,18376.03,INR
TXN00300087,PORT003,INS0049,CP006,2025-08-31,2025-09-02,BUY,131,30.9009,4048.02,3.29,4044.73,USD
TXN00300088,PORT003,INS0049,CP005,2025-06-10,2025-06-12,SELL,348,27.4628,9557.05,21.0,9536.05,EUR
TXN00300089,PORT003,INS0032,CP012,2025-08-09,2025-08-11,BUY,132,68.5031,9042.41,24.79,9017.62,EUR
TXN00300090,PORT003,INS0019,CP010,2025-12-13,2025-12-15,BUY,249,16.935,4216.81,5.64,4211.17,USD
TXN00300091,PORT003,INS0009,CP006,2025-08-16,2025-08-18,BUY,34,31.4639,1069.77,0.88,1068.89,EUR
TXN00300092,PORT003,INS0034,CP002,2025-12-21,2025-12-23,BUY,295,59.5381,17563.74,41.05,17522.69,EUR
TXN00300093,PORT003,INS0038,CP002,2025-08-02,2025-08-04,BUY,262,22.2469,5828.69,11.72,5816.97,INR
TXN00300094,PORT003,INS0022,CP002,2026-02-27,2026-03-01,SELL,294,48.0074,14114.18,14.24,14099.94,INR
TXN00300095,PORT003,INS0004,CP005,2025-10-16,2025-10-18,SELL,123,38.2731,4707.59,4.49,4703.1,INR
TXN00300096,PORT003,INS0041,CP002,2026-04-04,2026-04-06,BUY,27,17.0425,460.15,0.56,459.59,GBP
TXN00300097,PORT003,INS0003,CP011,2026-02-19,2026-02-21,SELL,13,35.8255,465.73,0.73,465.0,INR
TXN00300098,PORT003,INS0026,CP003,2026-04-01,2026-04-03,BUY,331,59.3335,19639.39,33.87,19605.52,INR
TXN00300099,PORT003,INS0009,CP004,2025-08-26,2025-08-28,SELL,224,31.5912,7076.43,16.37,7060.06,USD
TXN00300100,PORT003,INS0018,CP004,2026-03-11,2026-03-13,BUY,433,52.7705,22849.63,16.21,22833.42,INR
TXN00300101,PORT003,INS0013,CP008,2025-12-22,2025-12-24,BUY,41,31.5782,1294.71,0.69,1294.02,INR
TXN00300102,PORT003,INS0017,CP004,2025-08-29,2025-08-31,BUY,398,132.6685,52802.06,148.8,52653.26,EUR
TXN00300103,PORT003,INS0001,CP001,2026-02-16,2026-02-18,BUY,330,15.0895,4979.53,3.87,4975.66,USD
TXN00300104,PORT003,INS0036,CP008,2025-09-28,2025-09-30,BUY,55,29.0066,1595.36,3.95,1591.41,USD
TXN00300105,PORT003,INS0042,CP002,2025-11-24,2025-11-26,BUY,79,47.1121,3721.86,3.36,3718.5,USD
TXN00300106,PORT003,INS0023,CP002,2025-09-05,2025-09-07,BUY,88,54.3729,4784.82,5.62,4779.2,EUR
TXN00300107,PORT003,INS0042,CP012,2025-04-19,2025-04-21,SELL,340,55.1036,18735.22,31.52,18703.7,GBP
TXN00300108,PORT003,INS0022,CP005,2025-06-20,2025-06-22,SELL,422,42.4344,17907.32,24.09,17883.23,USD
TXN00300109,PORT003,INS0005,CP011,2025-05-16,2025-05-18,BUY,187,49.2156,9203.32,17.88,9185.44,INR
TXN00300110,PORT003,INS0040,CP008,2025-07-17,2025-07-19,BUY,245,53.6858,13153.02,14.88,13138.14,EUR
TXN00300111,PORT003,INS0038,CP011,2025-05-22,2025-05-24,SELL,150,18.0113,2701.69,4.67,2697.02,EUR
TXN00300112,PORT003,INS0011,CP001,2025-07-22,2025-07-24,BUY,344,23.3082,8018.02,4.55,8013.47,USD
TXN00300113,PORT003,INS0041,CP011,2025-10-02,2025-10-04,BUY,343,14.6283,5017.51,4.35,5013.16,INR
TXN00300114,PORT003,INS0030,CP008,2025-05-20,2025-05-22,BUY,76,48.5626,3690.76,5.5,3685.26,INR
TXN00300115,PORT003,INS0031,CP004,2025-05-29,2025-05-31,SELL,422,36.7854,15523.44,35.83,15487.61,USD
TXN00300116,PORT003,INS0001,CP006,2026-04-09,2026-04-11,BUY,297,15.4348,4584.14,8.08,4576.06,INR
TXN00300117,PORT003,INS0007,CP007,2025-06-12,2025-06-14,SELL,399,40.7642,16264.92,30.97,16233.95,GBP
TXN00300118,PORT003,INS0036,CP007,2025-06-19,2025-06-21,SELL,432,30.2303,13059.49,12.04,13047.45,USD
TXN00300119,PORT003,INS0039,CP003,2025-06-22,2025-06-24,SELL,379,6.268,2375.57,3.32,2372.25,GBP
TXN00300120,PORT003,INS0024,CP010,2025-05-19,2025-05-21,SELL,312,59.4441,18546.56,44.73,18501.83,INR
TXN00300121,PORT003,INS0016,CP006,2025-10-13,2025-10-15,SELL,184,44.7488,8233.78,7.47,8226.31,INR
TXN00300122,PORT003,INS0001,CP011,2026-03-08,2026-03-10,SELL,115,13.9994,1609.93,3.75,1606.18,INR
TXN00300123,PORT003,INS0010,CP010,2026-02-25,2026-02-27,SELL,370,79.2972,29339.96,71.11,29268.85,INR
TXN00300124,PORT003,INS0011,CP009,2025-09-23,2025-09-25,BUY,393,23.559,9258.69,21.53,9237.16,USD
TXN00300125,PORT003,INS0006,CP002,2025-04-28,2025-04-30,BUY,230,29.7894,6851.56,7.28,6844.28,EUR
TXN00300126,PORT003,INS0041,CP005,2026-02-26,2026-02-28,SELL,272,16.7319,4551.08,11.02,4540.06,USD
TXN00300127,PORT003,INS0032,CP011,2025-06-20,2025-06-22,BUY,274,60.2309,16503.27,48.38,16454.89,USD
TXN00300128,PORT003,INS0038,CP007,2025-07-15,2025-07-17,BUY,433,22.2364,9628.36,7.07,9621.29,USD
TXN00300129,PORT003,INS0039,CP007,2026-01-16,2026-01-18,SELL,99,5.8175,575.93,1.71,574.22,GBP
TXN00300130,PORT003,INS0037,CP006,2026-04-18,2026-04-20,BUY,220,59.4907,13087.95,24.24,13063.71,INR
TXN00300131,PORT003,INS0045,CP010,2026-01-24,2026-01-26,SELL,19,8.3442,158.54,0.44,158.1,GBP
TXN00300132,PORT003,INS0033,CP010,2026-01-29,2026-01-31,BUY,209,32.4418,6780.34,8.47,6771.87,INR
TXN00300133,PORT003,INS0009,CP005,2025-10-15,2025-10-17,SELL,58,32.0704,1860.08,5.45,1854.63,USD
TXN00300134,PORT003,INS0039,CP002,2026-03-18,2026-03-20,BUY,130,5.9434,772.64,0.83,771.81,INR
TXN00300135,PORT003,INS0003,CP012,2025-05-15,2025-05-17,BUY,302,31.5566,9530.09,22.1,9507.99,GBP
TXN00300136,PORT003,INS0010,CP011,2025-09-16,2025-09-18,BUY,115,59.4428,6835.92,15.53,6820.39,INR
TXN00300137,PORT003,INS0029,CP004,2025-12-10,2025-12-12,SELL,74,20.3038,1502.48,1.82,1500.66,INR
TXN00300138,PORT003,INS0011,CP008,2025-09-06,2025-09-08,SELL,413,22.5872,9328.51,12.84,9315.67,USD
